time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-10-22T07:55:43.150Z,34.2888333,-116.817,7.23,0.74,ml,38.0,58.0,0.0899,0.17,ci,ci40960072,2024-10-22T13:41:46.660Z,"4 km NE of Big Bear City, CA",earthquake,0.23,0.51,0.129,10.0,reviewed,ci,ci
2024-10-22T07:53:32.422Z,36.5968,-117.0989,4.3,1.1,ml,14.0,89.8,0.162,0.1844,nn,nn00886382,2024-10-22T17:38:12.597Z,"27 km NW of Furnace Creek, California",earthquake,,4.2,0.51,3.0,reviewed,nn,nn
2024-10-22T07:46:56.350Z,33.2261667,-116.0446667,3.54,0.7,ml,40.0,85.0,0.07295,0.25,ci,ci40960064,2024-10-22T07:53:10.269Z,"12 km SW of Salton City, CA",earthquake,0.29,0.52,0.14,10.0,automatic,ci,ci
2024-10-22T07:46:40.750Z,38.80350112915,-122.77933502197,2.0499999523163,0.75,md,9.0,81.0,0.009801,0.01,nc,nc75077216,2024-10-22T08:09:26.869Z,"4 km NNW of The Geysers, CA",earthquake,0.36,0.769999981,0.14,11.0,automatic,nc,nc
2024-10-22T07:35:03.490Z,19.165500640869,-155.46949768066,30.739999771118,2.13000011,md,25.0,211.0,0.09879,0.119999997,hv,hv74507196,2024-10-22T07:36:48.190Z,"4 km SSE of Pāhala, Hawaii",earthquake,0.83,0.899999976,0.170000002,3.0,automatic,hv,hv
2024-10-22T07:33:15.360Z,31.955,-102.04,8.1787,1.6,ml,17.0,67.0,0.1,0.1,tx,tx2024utoj,2024-10-22T13:06:31.928Z,"5 km SE of Midland, Texas",earthquake,0.66474849016411,1.5983699766936,0.1,7.0,reviewed,tx,tx
2024-10-22T07:31:13.330Z,38.795833587646,-122.77449798584,3.3800001144409,1.1,md,21.0,74.0,0.01082,0.03,nc,nc75077211,2024-10-22T07:47:19.708Z,"3 km NNW of The Geysers, CA",earthquake,0.33,0.649999976,0.08,21.0,automatic,nc,nc
2024-10-22T07:19:15.650Z,57.070666666667,-135.81,5.47,-0.07,ml,5.0,285.0,0.01624,0.24,av,av93326213,2024-10-23T03:24:44.700Z,"29 km W of Sitka, Alaska",earthquake,1.78,0.93,0.16166939050356,5.0,reviewed,av,av
2024-10-22T07:14:08.070Z,34.0511667,-117.933,8.54,1.84,ml,116.0,19.0,0.04412,0.23,ci,ci40960056,2024-10-22T16:31:39.426Z,"1 km ENE of Valinda, CA",earthquake,0.15,0.31,0.182,26.0,reviewed,ci,ci
2024-10-22T07:08:07.440Z,35.6735,-117.4755,7.82,1.54,ml,35.0,66.0,0.04299,0.13,ci,ci40960048,2024-10-22T13:42:52.380Z,"12 km SSW of Searles Valley, CA",earthquake,0.16,0.44,0.145,26.0,reviewed,ci,ci
2024-10-22T07:06:49.701Z,59.8472,-152.704,84.5,0.8,ml,,,,0.16,ak,ak024dlna5jc,2024-10-22T07:09:39.211Z,"49 km W of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-22T07:06:03.180Z,33.3905,-116.386,11.35,0.35,ml,28.0,78.0,0.06553,0.14,ci,ci40960040,2024-10-22T07:14:47.848Z,"15 km N of Borrego Springs, CA",earthquake,0.21,0.44,0.145,5.0,automatic,ci,ci
2024-10-22T07:05:07.120Z,33.225,-116.048,3.43,0.97,ml,44.0,82.0,0.07571,0.23,ci,ci40960032,2024-10-22T07:12:50.549Z,"12 km SW of Salton City, CA",earthquake,0.21,0.41,0.145,19.0,automatic,ci,ci
2024-10-22T07:04:01.290Z,33.224,-116.0476667,3.67,1.39,ml,55.0,71.0,0.07625,0.2,ci,ci40960024,2024-10-22T20:28:00.770Z,"12 km SW of Salton City, CA",earthquake,0.16,0.4,0.116,47.0,reviewed,ci,ci
2024-10-23T07:12:37.160Z,35.7278333,-117.5288333,8.18,0.38,ml,20.0,74.0,0.104,0.15,ci,ci40961456,2024-10-23T07:18:22.821Z,"12 km WSW of Searles Valley, CA",earthquake,0.3,0.82,0.076,7.0,automatic,ci,ci
2024-10-23T07:02:25.690Z,34.598,-118.6386667,6.29,1.02,ml,42.0,35.0,0.07188,0.2,ci,ci40961448,2024-10-23T07:09:04.775Z,"12 km N of Castaic, CA",earthquake,0.22,0.54,0.174,30.0,automatic,ci,ci
2024-10-23T06:53:58.500Z,19.383333333333,-155.12833333333,2.57,0.67,md,15.0,127.0,0.003133,0.08,hv,hv74509216,2024-10-23T07:07:19.610Z,"9 km S of Fern Forest, Hawaii",earthquake,0.68,0.23,0.085146629617089,6.0,reviewed,hv,hv
2024-10-23T06:12:21.304Z,-8.6552,120.419,151.287,4.4,mb,24.0,75.0,1.798,0.84,us,us7000nmk4,2024-10-23T07:16:24.040Z,"6 km SW of Ruteng, Indonesia",earthquake,8.58,6.878,0.149,13.0,reviewed,us,us
2024-10-23T00:16:33.830Z,37.617833333333,-118.83083333333,3.26,-0.19,md,5.0,188.0,0.01301,0.03,nc,nc75077486,2024-10-23T07:15:13.661Z,"13 km ESE of Mammoth Lakes, CA",earthquake,1.14,1.73,0.175,6.0,reviewed,nc,nc
2024-10-22T21:00:07.110Z,37.162666666667,-121.53716666667,9.31,0.73,md,19.0,48.0,0.05416,0.1,nc,nc75077451,2024-10-23T07:09:44.041Z,"11 km NE of San Martin, CA",earthquake,0.28,0.64,0.146,14.0,reviewed,nc,nc
2024-10-23T07:24:02.940Z,19.121833801269,-155.39750671387,31.069999694824,1.97,ml,56.0,185.0,0.06962,0.119999997,hv,hv74509271,2024-10-23T07:26:55.730Z,"12 km SE of Pāhala, Hawaii",earthquake,0.46,0.649999976,0.7,5.0,automatic,hv,hv
2024-10-23T07:22:40.993Z,59.6917,-153.4185,118.9,2.1,ml,,,,0.48,ak,ak024dnawwty,2024-10-23T07:25:31.317Z,"40 km ESE of Pedro Bay, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-23T04:14:00.330Z,36.399666666667,-120.83366666667,17.87,1.53,md,35.0,135.0,0.02912,0.06,nc,nc75077581,2024-10-23T07:24:16.199Z,"14 km W of New Idria, CA",earthquake,0.31,0.29,0.143,28.0,reviewed,nc,nc
2024-10-23T07:28:59.760Z,38.84349822998,-122.8253326416,2.0899999141693,1.04,md,19.0,77.0,0.009323,0.02,nc,nc75077621,2024-10-23T07:30:35.268Z,"9 km WNW of Cobb, CA",earthquake,0.23,0.460000008,0.11,20.0,automatic,nc,nc
2024-10-23T07:41:45.814Z,59.7061,-139.4135,10.2,1.9,ml,,,,0.58,ak,ak024dnb0zsl,2024-10-23T07:44:00.673Z,"25 km NE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-23T07:36:44.094Z,58.602,-154.1345,0.9,2.2,ml,,,,0.7,ak,ak024dnazx2x,2024-10-23T07:38:45.933Z,"93 km NW of Aleneva, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-23T07:53:30.031Z,60.2955,-150.689,41.5,2.0,ml,,,,0.77,ak,ak024dnb3hk6,2024-10-23T07:55:20.354Z,"23 km S of Funny River, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-23T07:52:06.080Z,38.835334777832,-122.88150024414,2.4800000190735,0.28,md,8.0,126.0,0.01108,0.05,nc,nc75077631,2024-10-23T07:53:43.860Z,"12 km E of Cloverdale, CA",earthquake,0.43,0.970000029,0.15,7.0,automatic,nc,nc
2024-10-23T07:51:54.060Z,60.3108,-150.7046,44.8,1.6,ml,,,,0.29,ak,ak024dnb35la,2024-10-23T07:53:42.356Z,"21 km S of Funny River, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-10-23T08:18:17.732Z,59.5758,-152.7156,70.8,0.8,ml,,,,0.32,ak,ak024dnbhg6w,2024-10-23T08:20:17.391Z,"51 km WNW of Nanwalek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-10-23T08:08:00.850Z,32.5611667,-115.3161667,17.49,1.56,ml,17.0,177.0,0.1292,0.21,ci,ci40961472,2024-10-23T08:14:05.138Z,"4 km E of Puebla, B.C., MX",earthquake,0.58,0.93,0.169,16.0,automatic,ci,ci
2024-10-23T07:56:44.410Z,33.5848333,-116.6161667,14.21,0.6,ml,37.0,36.0,0.02146,0.11,ci,ci40961464,2024-10-23T08:03:04.915Z,"6 km ENE of Anza, CA",earthquake,0.14,0.23,0.152,21.0,automatic,ci,ci
2024-10-22T09:01:54.450Z,39.303166666667,-122.78833333333,-0.71,1.53,md,13.0,58.0,0.1436,0.14,nc,nc75077261,2024-10-23T07:58:24.525Z,"19 km NE of Upper Lake, CA",earthquake,0.31,2.96,0.199,11.0,reviewed,nc,nc
2024-10-23T08:30:11.020Z,17.959166666667,-67.002166666667,7.94,2.28,md,10.0,203.0,0.04131,0.08,pr,pr71463243,2024-10-23T08:39:21.330Z,"5 km ESE of La Parguera, Puerto Rico",earthquake,0.37,0.6,0.13606208238358,4.0,reviewed,pr,pr
2024-10-23T08:44:36.520Z,33.4586667,-116.6156667,9.81,0.6,ml,38.0,40.0,0.02389,0.14,ci,ci40961480,2024-10-23T08:50:36.354Z,"12 km SSE of Anza, CA",earthquake,0.17,0.35,0.213,14.0,automatic,ci,ci
2024-10-23T09:04:24.960Z,33.4925,-116.4766667,12.74,1.07,ml,64.0,58.0,0.07914,0.17,ci,ci40961504,2024-10-23T09:10:24.473Z,"20 km ESE of Anza, CA",earthquake,0.14,0.32,0.167,26.0,automatic,ci,ci
2024-10-23T09:26:20.580Z,63.4269,-144.853,32.1,2.2,ml,,,,0.77,ak,ak024dnc4lbe,2024-10-23T09:28:25.063Z,"26 km SSW of Dry Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-23T09:38:16.370Z,37.529167175293,-118.86933135986,5.6100001335144,1.82,md,24.0,103.0,0.06865,0.03,nc,nc75077641,2024-10-23T09:41:26.450Z,"15 km SSE of Mammoth Lakes, CA",earthquake,0.32,0.839999974,0.19,24.0,automatic,nc,nc
2024-10-23T10:06:09.595Z,64.4937,-146.8749,7.1,1.2,ml,,,,0.63,ak,ak024dnclpr3,2024-10-23T10:07:35.822Z,"3 km SSE of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-10-23T09:49:11.500Z,32.5523333,-115.3115,17.74,1.55,ml,18.0,211.0,0.1374,0.24,ci,ci40961520,2024-10-23T09:56:49.727Z,"4 km ESE of Puebla, B.C., MX",earthquake,0.74,0.98,0.121,19.0,automatic,ci,ci
2024-10-23T09:48:10.430Z,33.3355,-116.2533333,11.5,1.25,ml,73.0,38.0,0.05419,0.2,ci,ci40961512,2024-10-23T09:54:24.394Z,"14 km NE of Borrego Springs, CA",earthquake,0.16,0.3,0.147,27.0,automatic,ci,ci
2024-10-23T09:44:19.940Z,18.008,-66.811666666667,14.58,2.43,md,9.0,165.0,0.07219,0.18,pr,pr71463248,2024-10-23T09:51:52.290Z,"1 km NNE of Indios, Puerto Rico",earthquake,0.65,1.24,0.16301176978696,5.0,reviewed,pr,pr
2024-10-23T10:17:39.500Z,19.378665924072,-155.27732849121,3.9100000858307,1.73000002,md,13.0,194.0,0.01487,0.180000007,hv,hv74509611,2024-10-23T10:19:08.080Z,"8 km SSW of Volcano, Hawaii",earthquake,0.68,1.0,,3.0,automatic,hv,hv
2024-10-23T10:10:54.170Z,38.837001800537,-122.73850250244,0.12999999523163,1.03,md,10.0,196.0,0.02538,0.04,nc,nc75077646,2024-10-23T10:27:18.351Z,"2 km NNW of Cobb, CA",earthquake,0.52,1.12,0.16,11.0,automatic,nc,nc
2024-10-23T10:09:04.490Z,19.141834259033,-155.34783935547,28.739999771118,2.43000007,md,32.0,225.0,0.1061,0.100000001,hv,hv74509591,2024-10-23T10:10:43.910Z,"15 km ESE of Pāhala, Hawaii",earthquake,0.74,0.649999976,0.280000001,3.0,automatic,hv,hv
2024-10-23T09:37:12.797Z,-19.1671,-69.3145,113.557,4.4,mb,35.0,94.0,0.511,1.6,us,us7000nmky,2024-10-23T10:17:47.040Z,"19 km NE of Camiña, Chile",earthquake,7.64,7.429,0.097,31.0,reviewed,us,us
2024-10-23T09:12:48.109Z,-9.1684,114.0096,78.651,4.4,mb,22.0,64.0,0.708,0.77,us,us7000nmkv,2024-10-23T10:09:03.040Z,"86 km S of Gambiran Satu, Indonesia",earthquake,8.31,7.062,0.138,15.0,reviewed,us,us
2024-10-23T10:35:25.234Z,62.6117,-149.6632,3.7,2.6,ml,,,,0.65,ak,ak024dncryq3,2024-10-23T10:37:11.604Z,"28 km NE of Chase, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-10-23T10:51:23.510Z,32.5974998,-115.3339996,15.74,1.91,ml,22.0,57.0,0.09942,0.31,ci,ci40961536,2024-10-23T10:53:28.047Z,"4 km NNE of Puebla, B.C., MX",earthquake,0.51,1.17,0.299,19.0,automatic,ci,ci
2024-10-23T10:46:18.820Z,63.1672,-150.6062,114.9,1.6,ml,,,,0.22,ak,ak024dncub3u,2024-10-23T10:48:28.599Z,"69 km SE of Denali National Park, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-10-23T10:44:01.290Z,32.603,-115.3193333,17.57,1.52,ml,20.0,119.0,0.1096,0.29,ci,ci40961528,2024-10-23T10:50:19.033Z,"5 km NE of Puebla, B.C., MX",earthquake,0.61,1.5,0.224,18.0,automatic,ci,ci
2024-10-23T11:08:09.520Z,34.0485,-118.7966667,10.51,1.37,ml,40.0,87.0,0.01727,0.22,ci,ci40961544,2024-10-23T11:14:29.175Z,"5 km NNE of Malibu, CA",earthquake,0.27,0.39,0.28,32.0,automatic,ci,ci
2024-10-23T11:00:01.860Z,38.826667785645,-122.85566711426,5.8099999427795,0.76,md,11.0,102.0,0.02704,0.13,nc,nc75077661,2024-10-23T11:17:15.724Z,"10 km NW of The Geysers, CA",earthquake,1.19,4.5999999,0.16,13.0,automatic,nc,nc
2024-10-23T11:22:04.490Z,19.142000198364,-155.4811706543,35.009998321533,1.79999995,md,43.0,168.0,0.02242,0.140000001,hv,hv74509741,2024-10-23T11:23:57.360Z,"6 km S of Pāhala, Hawaii",earthquake,0.63,0.949999988,0.439999998,3.0,automatic,hv,hv
2024-10-23T11:30:43.350Z,33.3716667,-116.3101667,11.31,0.62,ml,44.0,91.0,0.009284,0.18,ci,ci40961552,2024-10-23T11:36:47.314Z,"14 km NNE of Borrego Springs, CA",earthquake,0.22,0.34,0.14,16.0,automatic,ci,ci
2024-10-23T12:12:25.540Z,33.8193333,-117.839,3.03,1.28,ml,36.0,77.0,0.03137,0.27,ci,ci40961616,2024-10-23T12:18:45.261Z,"2 km NNW of Orange, CA",earthquake,0.31,0.23,0.183,31.0,automatic,ci,ci
2024-10-23T12:10:01.090Z,33.3401667,-116.2381667,10.64,0.52,ml,23.0,156.0,0.06376,0.15,ci,ci40961608,2024-10-23T12:16:00.558Z,"16 km NE of Borrego Springs, CA",earthquake,0.31,0.48,0.183,9.0,automatic,ci,ci
2024-10-23T12:07:41.630Z,32.6101667,-115.3291667,15.4,1.8,ml,25.0,53.0,0.09981,0.31,ci,ci40961600,2024-10-23T12:14:05.200Z,"6 km NNE of Puebla, B.C., MX",earthquake,0.39,1.01,0.174,26.0,automatic,ci,ci
2024-10-23T12:48:09.247Z,37.0186,-117.829,0.0,1.4,ml,11.0,239.78,0.259,0.3902,nn,nn00886434,2024-10-23T12:50:47.120Z,"40 km NE of Independence, California",earthquake,,30.9,0.27,8.0,automatic,nn,nn
2024-10-23T08:06:30.115Z,32.098,-101.486,8.1055,1.4,ml,25.0,56.0,0.1,0.1,tx,tx2024uvky,2024-10-23T12:44:11.358Z,"11 km W of Forsan, Texas",earthquake,0.3793194474249,0.69831176970627,0.1,24.0,reviewed,tx,tx
2024-10-23T06:22:08.210Z,34.853333333333,-85.3095,13.91,1.82,md,11.0,87.0,0.3187,0.14,se,se60502628,2024-10-23T12:35:14.330Z,"2 km SW of Chickamauga, Georgia",earthquake,0.45,1.43,0.080724505137739,10.0,reviewed,se,se
2024-10-23T01:16:30.800Z,35.638,-84.946666666667,11.73,1.64,md,8.0,206.0,0.1886,0.07,se,se60502633,2024-10-23T12:40:51.240Z,"9 km SW of Spring City, Tennessee",earthquake,0.71,1.15,0.11796915270094,7.0,reviewed,se,se
2024-10-22T23:22:59.030Z,32.405,-102.064,7.9834,1.4,ml,17.0,85.0,0.0,0.1,tx,tx2024uutr,2024-10-23T12:37:17.087Z,"35 km WSW of Ackerly, Texas",earthquake,0.55178938072478,0.69436916810878,0.2,21.0,reviewed,tx,tx
2024-10-22T18:22:22.530Z,36.46766667,-98.7565,8.21,1.05,ml,32.0,79.0,0.04049205408,0.13,ok,ok2024uujt,2024-10-23T12:31:55.822Z,"16 km SE of Waynoka, Oklahoma",earthquake,,0.4,0.25,10.0,reviewed,ok,ok
2024-10-22T17:16:36.460Z,35.90166667,-95.18066667,0.0,1.42,ml,52.0,104.0,0.49670253,0.41,ok,ok2024uuhp,2024-10-23T12:56:58.413Z,"4 km SW of Hulbert, Oklahoma",quarry blast,,0.5,0.14,13.0,reviewed,ok,ok
2024-10-23T13:24:26.365Z,63.0685,-149.1162,79.6,1.3,ml,,,,0.41,ak,ak024dnehwr0,2024-10-23T13:26:16.779Z,"36 km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-10-23T13:22:01.760Z,36.06,-117.6961667,1.16,0.66,ml,21.0,95.0,0.06589,0.16,ci,ci40961672,2024-10-23T13:27:48.972Z,"23 km E of Coso Junction, CA",earthquake,0.25,0.32,0.213,7.0,automatic,ci,ci
2024-10-23T13:19:08.060Z,35.4821667,-118.4436667,2.62,1.5,ml,32.0,47.0,0.1819,0.15,ci,ci40961664,2024-10-23T13:25:32.957Z,"13 km SSE of Bodfish, CA",earthquake,0.17,0.77,0.206,26.0,automatic,ci,ci
2024-10-23T13:18:32.600Z,19.202333450317,-155.37249755859,31.790000915527,1.79999995,md,47.0,162.0,0.04222,0.159999996,hv,hv74509996,2024-10-23T13:20:35.490Z,"11 km E of Pāhala, Hawaii",earthquake,0.47,0.720000029,0.189999998,7.0,automatic,hv,hv
2024-10-23T13:11:15.730Z,33.7918333,-117.641,2.93,1.44,ml,23.0,92.0,0.02682,0.21,ci,ci40961656,2024-10-23T13:17:26.533Z,"11 km SW of Corona, CA",earthquake,0.29,0.2,0.445,33.0,automatic,ci,ci
2024-10-23T13:07:01.310Z,19.406665802002,-155.26899719238,3.329999923706,1.88999999,md,41.0,35.0,0.008835,0.230000004,hv,hv74509981,2024-10-23T13:08:53.530Z,"5 km SW of Volcano, Hawaii",earthquake,0.24,0.25999999,0.230000004,21.0,automatic,hv,hv
2024-10-23T10:36:02.003Z,32.019,-102.402,4.0771,1.3,ml,15.0,75.0,0.1,0.1,tx,tx2024uvqa,2024-10-23T13:25:33.597Z,"2 km W of Gardendale, Texas",earthquake,0.987984084024,1.4109546633733,0.2,11.0,reviewed,tx,tx
2024-10-23T07:54:27.644Z,32.092,-102.055,7.9346,1.1,ml,13.0,66.0,0.0,0.2,tx,tx2024uvko,2024-10-23T13:02:57.405Z,"10 km NNE of Midland, Texas",earthquake,0.85161827993413,1.1332987386577,0.1,7.0,reviewed,tx,tx
2024-10-23T13:37:30.191Z,60.6295,-151.8701,78.1,2.8,ml,,,,0.31,ak,ak024dnekpd7,2024-10-23T13:39:12.356Z,"30 km W of Salamatof, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-10-23T13:32:24.509Z,36.7329,-116.0772,0.9,0.7,ml,17.0,77.04,0.036,0.2526,nn,nn00886438,2024-10-23T13:34:28.654Z,"40 km WNW of Indian Springs, Nevada",earthquake,,1.6,0.47,11.0,automatic,nn,nn
2024-10-23T13:29:12.020Z,33.8438333,-117.6258333,10.25,1.81,ml,17.0,82.0,0.05038,0.15,ci,ci40961680,2024-10-23T13:36:46.388Z,"6 km WSW of Corona, CA",earthquake,0.3,0.41,0.356,31.0,automatic,ci,ci
2024-10-23T08:20:50.274Z,36.7731,-116.0493,2.0,-0.4,ml,13.0,173.36,0.015,0.0827,nn,nn00886437,2024-10-23T13:32:56.056Z,"40 km WNW of Indian Springs, Nevada",earthquake,,2.1,0.47,6.0,reviewed,nn,nn
2024-10-23T04:21:46.322Z,39.2046,-119.6695,7.3,0.5,ml,8.0,144.89,0.128,0.1095,nn,nn00886440,2024-10-23T13:39:05.042Z,"7 km WSW of Dayton, Nevada",earthquake,,4.6,0.18,3.0,reviewed,nn,nn
2024-10-23T01:51:38.577Z,32.145,-101.06,8.96,2.2,ml,17.0,78.0,0.2,0.1,tx,tx2024uuyp,2024-10-23T13:35:26.667Z,"23 km S of Westbrook, Texas",earthquake,0.71190770344587,2.5459647239397,0.0,7.0,reviewed,tx,tx
2024-10-23T07:42:12.400Z,32.017,-101.714,8.3252,1.2,ml,23.0,73.0,0.1,0.1,tx,tx2024uvke,2024-10-23T13:54:21.809Z,"14 km SSE of Stanton, Texas",earthquake,0.77606721771357,1.2946291274911,0.1,7.0,reviewed,tx,tx
2024-10-23T14:08:37.470Z,38.794998168945,-122.84533691406,2.1300001144409,1.07,md,13.0,121.0,0.008223,0.02,nc,nc75077696,2024-10-23T14:10:12.406Z,"8 km WNW of The Geysers, CA",earthquake,0.3,0.49000001,0.2,15.0,automatic,nc,nc
2024-10-23T14:06:14.120Z,38.687999725342,-122.49800109863,6.6199998855591,1.73,md,11.0,67.0,0.06956,0.06,nc,nc75077691,2024-10-23T14:07:52.397Z,"12 km SE of Middletown, CA",earthquake,0.29,1.07000005,0.12,13.0,automatic,nc,nc
2024-10-23T14:03:43.202Z,59.7765,-153.5231,124.8,2.0,ml,,,,0.15,ak,ak024dneyvm8,2024-10-23T14:05:11.835Z,"32 km E of Pedro Bay, Alaska",earthquake,,1.7,,,automatic,ak,ak
2024-10-23T13:56:40.290Z,38.778667449951,-122.7174987793,1.3099999427795,1.96,md,36.0,47.0,0.0157,0.09,nc,nc75077686,2024-10-23T14:00:02.120Z,"2 km WNW of Anderson Springs, CA",earthquake,0.22,0.330000013,0.13,36.0,automatic,nc,nc
2024-10-23T05:36:48.940Z,44.795166666667,-111.54383333333,13.99,1.38,ml,21.0,88.0,0.08846,0.16,mb,mb90064183,2024-10-23T14:09:03.030Z,"28 km W of Hebgen Lake Estates, Montana",earthquake,0.34,0.59,0.20425474482417,29.0,reviewed,mb,mb
2024-10-23T05:21:26.090Z,44.658333333333,-112.56733333333,12.5,2.31,ml,17.0,70.0,0.06844,0.17,mb,mb90064173,2024-10-23T13:55:08.560Z,"3 km NE of Lima, Montana",earthquake,0.35,0.7,0.22642470705635,51.0,reviewed,mb,mb
2024-10-23T14:30:38.680Z,38.824333190918,-122.8056640625,2.6500000953674,0.81,md,17.0,44.0,0.00357,0.05,nc,nc75077701,2024-10-23T14:32:16.976Z,"7 km NNW of The Geysers, CA",earthquake,0.28,0.540000021,0.19,18.0,automatic,nc,nc
2024-10-23T05:40:39.260Z,34.2241667,-117.5958333,11.95,1.2,ml,26.0,70.0,0.05397,0.13,ci,ci40961416,2024-10-23T14:20:26.705Z,"10 km WSW of Lytle Creek, CA",earthquake,0.24,0.35,0.532,28.0,reviewed,ci,ci
2024-10-23T14:35:04.580Z,38.834999084473,-122.79666900635,1.5199999809265,0.21,md,6.0,102.0,0.006,0.0,nc,nc75077706,2024-10-23T14:36:41.578Z,"7 km WNW of Cobb, CA",earthquake,0.49,1.74000001,0.12,7.0,automatic,nc,nc
2024-10-23T14:30:56.840Z,33.4146667,-116.9161667,7.75,2.22,ml,16.0,102.0,0.07558,0.14,ci,ci40961728,2024-10-23T14:44:23.421Z,"6 km WSW of Aguanga, CA",earthquake,0.24,0.8,0.281,22.0,automatic,ci,ci
2024-10-23T12:28:49.520Z,45.559166666667,-111.86783333333,4.86,-0.36,ml,5.0,124.0,0.1715,0.04,mb,mb90064203,2024-10-23T14:41:01.430Z,"11 km S of Pony, Montana",earthquake,1.63,6.23,0.10524852951752,2.0,reviewed,mb,mb
2024-10-23T15:22:01.470Z,36.798831939697,-121.52466583252,3.539999961853,1.79,md,27.0,59.0,0.026,0.18,nc,nc75077721,2024-10-23T15:23:36.941Z,"5 km S of San Juan Bautista, CA",earthquake,0.4,0.600000024,0.13,21.0,automatic,nc,nc
2024-10-23T15:20:40.530Z,19.372667312622,-155.21449279785,2.7200000286102,1.93,ml,31.0,104.0,0.001463,0.219999999,hv,hv74510196,2024-10-23T15:23:33.530Z,"8 km SSE of Volcano, Hawaii",earthquake,0.3,0.319999993,0.22,15.0,automatic,hv,hv
2024-10-23T15:20:01.390Z,19.175832748413,-155.49234008789,38.080001831055,2.48,ml,25.0,242.0,0.1086,0.100000001,hv,hv74510186,2024-10-23T15:22:54.870Z,"3 km SSW of Pāhala, Hawaii",earthquake,1.14,0.910000026,0.36,15.0,automatic,hv,hv
2024-10-23T15:11:43.970Z,34.2765,-117.1225,2.0,1.74,ml,77.0,29.0,0.07969,0.14,ci,ci40961768,2024-10-23T15:22:56.030Z,"7 km ENE of Lake Arrowhead, CA",earthquake,0.11,0.2,0.089,28.0,automatic,ci,ci
2024-10-23T14:38:05.139Z,49.401,155.6979,48.564,6.2,mww,203.0,38.0,3.919,0.86,us,us7000nmlt,2024-10-23T15:06:07.983Z,"145 km SSW of Severo-Kuril’sk, Russia",earthquake,7.91,6.165,0.037,69.0,reviewed,us,us
2024-10-23T14:33:26.620Z,18.9306,-68.5238,80.0,3.52,md,10.0,160.0,0.4404,0.29,pr,pr2024297002,2024-10-23T15:09:00.640Z,"34 km NNE of Otra Banda, Dominican Republic",earthquake,1.99,2.7,0.06,4.0,reviewed,pr,pr
2024-10-23T13:45:18.377Z,23.6517,141.8982,108.359,4.7,mb,61.0,109.0,3.439,0.73,us,us7000nmln,2024-10-23T15:10:19.040Z,"Volcano Islands, Japan region",earthquake,12.51,7.749,0.049,133.0,reviewed,us,us
2024-10-23T04:56:08.800Z,47.636333333333,-113.79716666667,3.18,-0.24,ml,5.0,192.0,0.1547,0.09,mb,mb90064213,2024-10-23T15:03:03.070Z,"13 km NNW of Condon, Montana",earthquake,0.79,1.16,0.31977613011437,2.0,reviewed,mb,mb
2024-10-23T02:07:44.850Z,44.365,-116.14916666667,14.54,1.92,ml,7.0,160.0,0.3391,0.06,mb,mb90064218,2024-10-23T15:23:28.510Z,"8 km NW of Smiths Ferry, Idaho",earthquake,0.69,1.05,0.16752045233021,9.0,reviewed,mb,mb
2024-10-23T15:29:49.690Z,32.6095,-115.327,16.31,2.58,ml,36.0,52.0,0.1017,0.28,ci,ci40961776,2024-10-23T15:36:21.718Z,"6 km NNE of Puebla, B.C., MX",earthquake,0.32,0.9,0.206,26.0,automatic,ci,ci
2024-10-23T15:05:57.530Z,18.9651,-68.5206,83.0,3.79,md,14.0,166.0,0.4722,0.6,pr,pr2024297003,2024-10-23T15:28:06.854Z,"37 km NNE of Otra Banda, Dominican Republic",earthquake,3.17,3.78,0.19,7.0,reviewed,pr,pr
2024-10-23T14:53:03.660Z,18.135,-67.280166666667,22.06,2.9,md,19.0,257.0,0.1453,0.17,pr,pr71463273,2024-10-23T15:35:49.560Z,"11 km NW of Puerto Real, Puerto Rico",earthquake,0.67,0.76,0.24129047553145,11.0,reviewed,pr,pr
2024-10-23T04:59:35.400Z,47.296833333333,-122.11633333333,18.39,1.25,ml,17.0,155.0,0.1392,0.11,uw,uw62056196,2024-10-23T15:26:09.690Z,"4 km SSW of Lake Morton-Berrydale, Washington",earthquake,0.55,0.82,0.15994362645689,13.0,reviewed,uw,uw
